ERNnvp,Pathogen,Group,HighTaxon,LowTaxon,Host,Order,Family,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,DateEntered,FlagForDeletion,DateModified,ProvinceA,Test,PathogenValue,BiogeographicRegion
553,Culicospora magna,Protozoa,Microspora,Microsporea (Microsporida),Aedes sierrensis,Diptera,Culicidae,Larva,fat body,Field,USA,,,,,,7164,,Nearctic
554,Culicospora magna,Protozoa,Microspora,Microsporea (Microsporida),Culiseta inornata,Diptera,Culicidae,,fat body,,USA,,,,,,7164,,
555,Microsporidium mesnili,Protozoa,Microspora,Microsporea (Microsporida),Pieris brassicae,Lepidoptera,Pieridae,,fat body,,France,,,,,,7164,,
556,Microsporidium micrococcus,Protozoa,Microspora,Microsporea (Microsporida),Tanypus setiger,Diptera,Chironomidae,,fat body,,France,,,,,,7164,,
557,Hazardia milleri,Protozoa,Microspora,Microsporea (Microsporida),Culex quinquefasciatus,Diptera,Culicidae,,Blood cells; adipose tissue,,USA,,,,,,7164,,
558,Microsporidium mutabilis,Protozoa,Microspora,Microsporea (Microsporida),Ameletus ludens,Ephemeroptera,Siphlonuridae,,fat body,,USA,,,,,,7164,,
559,Microsporidium orthocladii,Protozoa,Microspora,Microsporea (Microsporida),Orthocladius lignicola,Diptera,Chironomidae,,fat body,,France,,,,,,7164,,
560,Microsporidium polysporum,Protozoa,Microspora,Microsporea (Microsporida),Tanypus sp.,Diptera,Chironomidae,,fat body,,France,,,,,,7164,,
561,Microsporidium rubstovi,Protozoa,Microspora,Microsporea (Microsporida),Odagmia caucasica,Diptera,Simuliidae,,Salivary glands,,,,,,,,7164,,
562,Bohuslavia simulii,Protozoa,Microspora,Microsporea (Microsporida),Simulium bezzii,Diptera,Simuliidae,,fat body,,France,,,,,,7164,,
563,Microsporidium tabani,Protozoa,Microspora,Microsporea (Microsporida),Tabanus atratus,Diptera,Tabanidae,,,,USA,,,,,,7164,,
564,Microsporidium thomsoni,Protozoa,Microspora,Microsporea (Microsporida),Muscina levida,Diptera,Muscidae,,Chyle stomach; intestine (proximal),,USA,,,,,,7164,,
565,Microsporidium termitis,Protozoa,Microspora,Microsporea (Microsporida),Reticulitermes flavipes,Isoptera,Rhinotermitidae,,Midgut,,USA,,,,,,7164,,
566,Microsporidium tuzetae,Protozoa,Microspora,Microsporea (Microsporida),Aedes detritus,Diptera,Culicidae,Larva,,Field,France,,,,,,7164,,Palearctic
567,Serratia entomophila,Bacteria,Non-spore-forming bacteria,Enterobacteriaceae,Costelytra zealandica,Coleoptera,Scarabaeidae,,Foregut,,New Zealand,,,,,,7164,,
568,Serratia sp.,Bacteria,Non-spore-forming bacteria,Enterobacteriaceae,Costelytra zealandica,Coleoptera,Scarabaeidae,,Foregut; crop,,New Zealand,,,,,,7164,,
569,Hirsutella stylophora,Fungi,Deuteromycetes,unknown,Costelytra zealandica,Coleoptera,Scarabaeidae,Larva,,Field,New Zealand,,,,,,7164,,Australian
570,Nosema costelytrae,Protozoa,Microspora,Microsporea (Microsporida),Costelytra zealandica,Coleoptera,Scarabaeidae,Larva,"Fat body, Tracheole cells, nerve ganglia, muscle",Field,New Zealand,,,,,,7164,,Australian
571,Nosema takapauensis,Protozoa,Microspora,Microsporea (Microsporida),Costelytra zealandica,Coleoptera,Scarabaeidae,Larva,"Fat body, Tracheole cells,oenocytes",Field,New Zealand,,,,,,7164,,Australian
572,Pleistophora sp.,Protozoa,Microspora,Microsporea (Microsporida),Costelytra zealandica,Coleoptera,Scarabaeidae,,,,New Zealand,,,,,,7164,,
573,Bacillus sp.,Bacteria,Spore-forming bacteria,Bacillaceae,Costelytra zealandica,Coleoptera,Scarabaeidae,,,,New Zealand,,,,,,7164,,
574,Entomophaga aulicae,Fungi,Zygomycetes,Entomophthorales,Acleris variana,Lepidoptera,Tortricidae,,,,"USA, Canada",,,,,,7164,,
575,Pseudomonas chlororaphis,Bacteria,Non-spore-forming bacteria,Pseudomonadaceae ,Archips crataegana,Lepidoptera,Tortricidae,,,,,,,,,,7164,,
576,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Choristoneura conflictana,Lepidoptera,Tortricidae,,Hemocoel,,,,,,,,7164,,
577,Conidiobolus thromboides  ,Fungi,Zygomycetes,Entomophthorales,Acleris minuta,Lepidoptera,Tortricidae,,,,,,,,,,7164,,
578,Entomophthora  sp.,Fungi,Zygomycetes,Entomophthorales,Choristoneura conflictana,Lepidoptera,Tortricidae,,Hemocoel,,,,,,,,7164,,
579,Entomophaga aulicae,Fungi,Zygomycetes,Entomophthorales,Choristoneura crataegana,Lepidoptera,Tortricidae,,Hemocoel,,,,,,,,7164,,
580,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Choristoneura fumiferana,Lepidoptera,Tortricidae,,,Field,Canada,,,,,,7164,,Nearctic
581,Cephalosporium  sp.,Fungi,Deuteromycetes,unknown,Choristoneura fumiferana,Lepidoptera,Tortricidae,,,,,,,,,,7164,,
582,Conidiobolus sp.,Fungi,Zygomycetes,Entomophthorales,Choristoneura fumiferana,Lepidoptera,Tortricidae,Larva,,Field,"USA, Canada",,,,,,7164,,Nearctic
583,Entomophaga aulicae,Fungi,Zygomycetes,Entomophthorales,Choristoneura fumiferana,Lepidoptera,Tortricidae,Larva,,Field,"USA, Canada",,,,,,7164,,Nearctic
584,Zoophthora radicans  ,Fungi,Zygomycetes,Entomophthorales,Choristoneura fumiferana,Lepidoptera,Tortricidae,Larva,,Field,"USA, Canada",,,,,,7164,,Nearctic
585,Hirsutella longicolla,Fungi,Deuteromycetes,unknown,Choristoneura fumiferana,Lepidoptera,Tortricidae,,,Field,Canada,,,,,,7164,,Nearctic
586,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Clepsis  buschana,Lepidoptera,Tortricidae,,,,,,,,,,7164,,
587,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Quadraspidiotus perniciosus,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
588,Myiophagus ucrainicus,Fungi,Chytridiomycetes,Chytridiales,Lepidosaphes newsteadi,Homoptera,Diaspididae,,,,Bermuda,,,,,,7164,,
589,Myiophagus ucrainicus,Fungi,Chytridiomycetes,Chytridiales,Lepidosaphes beckii,Homoptera,Diaspididae,,,,USA,,,,,,7164,,
590,Myiophagus ucrainicus,Fungi,Chytridiomycetes,Chytridiales,Carulaspis juniperi ,Homoptera,Diaspididae,,,,Bermuda,,,,,,7164,,
591,Nectria aurantiicola,Fungi,Pyrenomycetes,Hypocreales,Aonidiella aurantii,Homoptera,Diaspididae,,,Field,"Australia, Sri Lanka",,,,,,7164,,AustralianOriental
592,Nectria aurantiicola,Fungi,Pyrenomycetes,Hypocreales,Quadraspidiotus perniciosus,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
593,Nectria aurantiicola,Fungi,Pyrenomycetes,Hypocreales,Aspidiotus sp.,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
594,Nectria aurantiicola,Fungi,Pyrenomycetes,Hypocreales,Chrysomphalus aonidum,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
595,Nectria aurantiicola,Fungi,Pyrenomycetes,Hypocreales,Pseudaulacaspis pentagona,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
596,Nectria aurantiicola,Fungi,Pyrenomycetes,Hypocreales,Melanaspis obscura,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
597,Nectria aurantiicola,Fungi,Pyrenomycetes,Hypocreales,Diaspis spp.,Homoptera,Diaspididae,,,Field,West Indies,,,,,,7164,,Neotropical
598,Nectria aurantiicola,Fungi,Pyrenomycetes,Hypocreales,Lepidosaphes beckii,Homoptera,Diaspididae,,,Field,"USA, Zambia, Mozambique, Taiwan, Sri Lanka",,,,,,7164,,NearcticOrientalAfrotropical
599,Nectria aurantiicola,Fungi,Pyrenomycetes,Hypocreales,Parlatoria ziziphi,Homoptera,Diaspididae,,,Field,Taiwan,,,,,,7164,,Oriental
600,Nectria aurantiicola,Fungi,Pyrenomycetes,Hypocreales,Pseudaonidia duplex,Homoptera,Diaspididae,,,Field,Taiwan,,,,,,7164,,Oriental
601,Nectria aurantiicola,Fungi,Pyrenomycetes,Hypocreales,Quadraspidiotus ostreaeformis,Homoptera,Diaspididae,,,Field,Hungary,,,,,,7164,,Palearctic
602,Nectria aurantiicola,Fungi,Pyrenomycetes,Hypocreales,Unaspis citri,Homoptera,Diaspididae,,,Field,Colombia,,,,,,7164,,Neotropical
603,Nectria barbata,Fungi,Pyrenomycetes,Hypocreales,Lepidosaphes beckii,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
604,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Bigymnaspis bullata,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
605,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Aonidia crenulata,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
606,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Selenaspidus articulatus,Homoptera,Diaspididae,,,Field,west Africa,,,,,,7164,,Afrotropical
607,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Aspidiotus destructor,Homoptera,Diaspididae,,,Field,Sierra Leone,,,,,,7164,,Afrotropical
608,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Quadraspidiotus perniciosus,Homoptera,Diaspididae,,,Field,Japan,,,,,,7164,,Palearctic
610,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Chrysomphalus aonidum,Homoptera,Diaspididae,,,Field,"Taiwan, USA, India",,,,,,7164,,NearcticOriental
611,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Chrysomphalus dictyospermi        ,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
612,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Pseudaulacaspis pentagona,Homoptera,Diaspididae,,,Field,Japan,,,,,,7164,,Palearctic
613,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Fiorinia fioriniae,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
614,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Trullifiorinia rubrolineata,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
615,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Ischnaspis longirostris,Homoptera,Diaspididae,,,Field,"West Indies, Seychelles",,,,,,7164,,NeotropicalAfrotropical
617,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Lepidosaphes beckii,Homoptera,Diaspididae,,,Field,"USA, Taiwan",,,,,,7164,,NearcticOriental
618,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Lepidosaphes pallida,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
619,Nectria diploa,Fungi,Pyrenomycetes,Hypocreales,Parlatoria ziziphi,Homoptera,Diaspididae,,,Field,Taiwan,,,,,,7164,,Oriental
620,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Aonidia lauri,Homoptera,Diaspididae,,,Field,Italy,,,,,,7164,,Palearctic
621,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Aonidiella aurantii,Homoptera,Diaspididae,,,Field,"South Africa, Zimbabwe,",,,,,,7164,,Afrotropical
622,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Aspidiotus destructor,Homoptera,Diaspididae,,,Field,"USA, Ghana",,,,,,7164,,NearcticAfrotropical
623,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Aspidiotus nerii,Homoptera,Diaspididae,,,,USA,,,,,,7164,,
624,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Hemiberlesia lataniae,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
626,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Pseudaulacaspis pentagona,Homoptera,Diaspididae,,,Field,"Seychelles, Sri Lanka, Japan, USA, San Thome",,,,,,7164,,NearcticOrientalAfrotropicalPalearctic
627,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Howardia biclavis,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
630,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Melanaspis obscura,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
631,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Diaspis sp.,Homoptera,Diaspididae,,,Field,"Indonesia (Java), USA, Cuba",,,,,,7164,,NearcticOrientalNeotropical
632,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Fiorinia fioriniae,Homoptera,Diaspididae,,,Field,Mauritius,,,,,,7164,,Afrotropical
633,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Ischnaspis longirostris,Homoptera,Diaspididae,,,Field,Ecuador (Galapagos Islands),,,,,,7164,,Neotropical
634,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Lepidosaphes beckii,Homoptera,Diaspididae,,,Field,"USA, Zaire, Barbados, St. Lucia",,,,,,7164,,NearcticNeotropical
635,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Mytilaspis sp.,Homoptera,Diaspididae,,,Field,Indonesia (Java),,,,,,7164,,Oriental
636,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Leonardianna pimentae,Homoptera,Diaspididae,,,Field,Jamaica,,,,,,7164,,Neotropical
638,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Parlatoria ziziphi,Homoptera,Diaspididae,,,Field,Indonesia (Java),,,,,,7164,,Oriental
639,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Chionaspis pinifoliae,Homoptera,Diaspididae,,,Field,Argentina,,,,,,7164,,Neotropical
640,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Pseudaonidia duplex,Homoptera,Diaspididae,,,Field,Japan,,,,,,7164,,Palearctic
641,Nectria flammea ,Fungi,Pyrenomycetes,Hypocreales,Unaspis citri,Homoptera,Diaspididae,,,Field,Guyana,,,,,,7164,,Neotropical
642,Torrubiella luteorostrata,Fungi,Pyrenomycetes,Hypocreales,Aspidiotus destructor,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
644,Torrubiella luteorostrata,Fungi,Pyrenomycetes,Hypocreales,Trullifiorinia rubrolineata,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
645,Torrubiella luteorostrata,Fungi,Pyrenomycetes,Hypocreales,Fiorinia sp.,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
646,Torrubiella luteorostrata,Fungi,Pyrenomycetes,Hypocreales,Lepidosaphes lactea,Homoptera,Diaspididae,,,Field,New Zealand,,,,,,7164,,Australian
647,Torrubiella tenuis,Fungi,Pyrenomycetes,Hypocreales,Aspidiotus destructor,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
648,Torrubiella tomentosa,Fungi,Pyrenomycetes,Hypocreales,Leucaspis sp.,Homoptera,Diaspididae,,,Field,New Zealand,,,,,,7164,,Australian
649,Podonectria aurantii,Fungi,Loculoascomycetes,Pleosporales,Chionaspis vitis ,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
650,Podonectria aurantii,Fungi,Loculoascomycetes,Pleosporales,Lepidosaphes beckii,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
651,Podonectria aurantii,Fungi,Loculoascomycetes,Pleosporales,Parlatoria ziziphi,Homoptera,Diaspididae,,,Field,"Brazil, Taiwan",,,,,,7164,,OrientalNeotropical
652,Podonectria coccicola,Fungi,Loculoascomycetes,Pleosporales,Unaspis citri,Homoptera,Diaspididae,,,Field,"Dominican Republic, cosmopolitan",,,,,,7164,,Neotropical
653,Podonectria coccicola,Fungi,Loculoascomycetes,Pleosporales,Diaspis manni,Homoptera,Diaspididae,,,Field,India,,,,,,7164,,Oriental
654,Podonectria coccicola,Fungi,Loculoascomycetes,Pleosporales,Chrysomphalus aonidum,Homoptera,Diaspididae,,,Field,"Taiwan, Japan, cosmopolitan",,,,,,7164,,OrientalPalearctic
655,Podonectria coccicola,Fungi,Loculoascomycetes,Pleosporales,Ischnaspis sp.,Homoptera,Diaspididae,,,Field,Indonesia (Java),,,,,,7164,,Oriental
656,Podonectria coccicola,Fungi,Loculoascomycetes,Pleosporales,Lepidosaphes beckii,Homoptera,Diaspididae,,,Field,"Taiwan, Zaire, USA, Natal, Japan, Tanzania, Bermuda, Barbados, St. Lucia, Argentina, cosmopolitan",,,,,,7164,,NearcticOrientalNeotropicalAfrotropicalPalearctic
657,Podonectria coccicola,Fungi,Loculoascomycetes,Pleosporales,Leucaspis sp.,Homoptera,Diaspididae,,,Field,"New Zealand, Cosmopolitan",,,,,,7164,,Australian
658,Podonectria coccicola,Fungi,Loculoascomycetes,Pleosporales,Lepidosaphes gloveri,Homoptera,Diaspididae,,,Field,"Japan, cosmopolitan",,,,,,7164,,Palearctic
659,Podonectria coccicola,Fungi,Loculoascomycetes,Pleosporales,Parlatoria pergandii,Homoptera,Diaspididae,,,Field,"USA, cosmopolitan",,,,,,7164,,Nearctic
660,Podonectria coccicola,Fungi,Loculoascomycetes,Pleosporales,Parlatoria ziziphi,Homoptera,Diaspididae,,,Field,"Japan, Taiwan, cosmopolitan",,,,,,7164,,OrientalPalearctic
661,Podonectria coccorum,Fungi,Loculoascomycetes,Pleosporales,Fiorinia japonica,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
662,Podonectria echinata,Fungi,Loculoascomycetes,Pleosporales,Lepidosaphes sp.,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
663,Podonectria novaezeylandica,Fungi,Loculoascomycetes,Pleosporales,Leucaspis sp.,Homoptera,Diaspididae,,,Field,New Zealand,,,,,,7164,,Australian
664,Podonectria tenuispora,Fungi,Loculoascomycetes,Pleosporales,Lepidosaphes ulmi,Homoptera,Diaspididae,,,Field,UK,,,,,,7164,,Palearctic
665,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Aonidia lauri,Homoptera,Diaspididae,,,Field,Algeria,,,,,,7164,,Palearctic
666,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Aonidiella aurantii,Homoptera,Diaspididae,,,Field,"Argentina, Sri Lanka, Philippines, Algeria, USA",,,,,,7164,,NearcticOrientalNeotropicalPalearctic
667,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Diaspidiotus ancylus,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
668,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Hemiberlesia rapax,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
669,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Quadraspidiotus perniciosus,Homoptera,Diaspididae,,,Field,"Taiwan, USA",,,,,,7164,,NearcticOriental
670,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Aspidiotus destructor,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
671,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Pseudaulacaspis pentagona,Homoptera,Diaspididae,,,Field,Taiwan,,,,,,7164,,Oriental
672,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Howardia biclavis,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
673,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Melanaspis obscura,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
674,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Chionaspis salicis ,Homoptera,Diaspididae,,,Field,UK,,,,,,7164,,Palearctic
676,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Lepidosaphes beckii,Homoptera,Diaspididae,,,Field,"St. Vincent and the Grenadines, Cuba, Bermuda, Tanzania, USA, Taiwan",,,,,,7164,,NearcticOrientalNeotropicalAfrotropical
677,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Lepidosaphes gloveri,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
678,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Mytilaspis sp.,Homoptera,Diaspididae,,,Field,Philippines,,,,,,7164,,Oriental
679,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Leonardianna pimentae,Homoptera,Diaspididae,,,Field,Jamaica,,,,,,7164,,Neotropical
680,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Parlatoria pergandii,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
681,Myriangium duriaei,Fungi,Loculoascomycetes,Myriangiales,Unaspis citri,Homoptera,Diaspididae,,,Field,"St. Lucia, USA, Cuba",,,,,,7164,,NearcticNeotropical
682,Myriangium montagnei,Fungi,Loculoascomycetes,Myriangiales,Aspidiotus sp.,Homoptera,Diaspididae,,,Field,Australia,,,,,,7164,,Australian
683,Myriangium montagnei,Fungi,Loculoascomycetes,Myriangiales,Diaspis manni,Homoptera,Diaspididae,,,Field,India,,,,,,7164,,Oriental
684,Myriangium thwaitesii,Fungi,Loculoascomycetes,Myriangiales,Lepidosaphes sp.,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
685,Eriothyrium coccicolum,Fungi,Deuteromycetes,unknown,Lepidosaphes sp.,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
686,Muricularia calva,Fungi,Deuteromycetes,unknown,Fiorinia japonica,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
687,Pyrenochaeta sparsibarba,Fungi,Deuteromycetes,unknown,Fiorinia japonica,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
692,Fusarium sp.,Fungi,Deuteromycetes,unknown,Fiorinia japonica,Homoptera,Diaspididae,,,,India,,,,,,7164,,
696,Hirsutella  besseyi ,Fungi,Deuteromycetes,unknown,Ischnaspis sp.,Homoptera,Diaspididae,,,Field,Ecuador (Galapagos Islands),,,,,,7164,,Neotropical
697,Hirsutella  besseyi ,Fungi,Deuteromycetes,unknown,Lepidosaphes beckii,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
698,Hirsutella sp.,Fungi,Deuteromycetes,unknown,Chrysomphalus aonidum,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
699,Verticillium heterocladum,Fungi,Deuteromycetes,unknown,Diaspis sp.,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
700,Verticillium heterocladum,Fungi,Deuteromycetes,unknown,Mytilaspis sp.,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
701,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Aspidiotus destructor,Homoptera,Diaspididae,,,Field,"Martinique, Ghana",,,,,,7164,,AfrotropicalNeotropical
702,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Aspidiotus nerii,Homoptera,Diaspididae,,,Field,,,,,,,7164,,
703,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Pseudaulacaspis pentagona,Homoptera,Diaspididae,,,Field,,,,,,,7164,,
704,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Chionaspis salicis ,Homoptera,Diaspididae,,,Field,UK,,,,,,7164,,Palearctic
705,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Lepidosaphes ulmi,Homoptera,Diaspididae,,,Field,UK,,,,,,7164,,Palearctic
706,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Mytilaspis sp.,Homoptera,Diaspididae,,,Field,UK,,,,,,7164,,Palearctic
707,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Unaspis citri,Homoptera,Diaspididae,,,Field,"Grenada, Venezuela",,,,,,7164,,Neotropical
708,Verticillium sp.,Fungi,Deuteromycetes,unknown,Chrysomphalus dictyospermi        ,Homoptera,Diaspididae,,,Field,Italy,,,,,,7164,,Palearctic
709,Verticillium sp.,Fungi,Deuteromycetes,unknown,Lepidosaphes ulmi,Homoptera,Diaspididae,,,Field,UK,,,,,,7164,,Palearctic
710,Haplographium coccorum,Fungi,Deuteromycetes,unknown,Galeraspis eugeniae,Homoptera,Diaspididae,,,Field,Mauritius,,,,,,7164,,Afrotropical
711,Peziotrichum lachnella,Fungi,Deuteromycetes,unknown,Aonidia sp.,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
712,Peziotrichum lachnella,Fungi,Deuteromycetes,unknown,Pinnaspis aspidistrae,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
713,Peziotrichum saccardinum,Fungi,Deuteromycetes,unknown,Quadraspidiotus perniciosus,Homoptera,Diaspididae,,,Field,Argentina,,,,,,7164,,Neotropical
714,Volutella epicoccum,Fungi,Deuteromycetes,unknown,Parlatoria aonidiformis,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
715,Stilbum coccorum,Fungi,Deuteromycetes,unknown,Fiorinia japonica,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
716,Uredinella coccidophaga,Fungi,Urediniomycetes,Septobasidiales,Aspidiotus sp.,Homoptera,Diaspididae,,,Field,USA,,,,,,7164,,Nearctic
717,Uredinella spinulosa,Fungi,Urediniomycetes,Septobasidiales,Aspidiotus sp.,Homoptera,Diaspididae,,,Field,Sri Lanka,,,,,,7164,,Oriental
718,Fusarium juruanum,Fungi,Deuteromycetes,unknown,Bigymnaspis bullata,Homoptera,Diaspididae,,,,Sri Lanka,,,,,,7164,,
719,Fusarium juruanum,Fungi,Deuteromycetes,unknown,Aonidia crenulata,Homoptera,Diaspididae,,,,Sri Lanka,,,,,,7164,,
720,Fusarium juruanum,Fungi,Deuteromycetes,unknown,Aspidiotus destructor,Homoptera,Diaspididae,,,,Sierra Leone,,,,,,7164,,
721,Fusarium juruanum,Fungi,Deuteromycetes,unknown,Aspidiotus sp.,Homoptera,Diaspididae,,,,Sri Lanka,,,,,,7164,,
722,Fusarium juruanum,Fungi,Deuteromycetes,unknown,Chrysomphalus aonidum,Homoptera,Diaspididae,,,,"Taiwan, USA, India",,,,,,7164,,
